timestamp,vwap,predicted_vwap,signal
2023-12-05 16:36:00,1.8807376580310882,1.838383070060185,buy
2023-12-05 16:48:00,2.0156906,2.002480447292328,buy
2023-12-05 17:12:00,1.817856682142857,1.8026610667055303,buy
2023-12-05 17:18:00,1.918592218487395,1.9019492069880168,buy
2023-12-05 17:24:00,1.8628416930533116,1.838383070060185,buy
2023-12-05 17:30:00,1.9051687753743758,1.838383070060185,buy
2023-12-05 17:54:00,1.8505474514388487,1.8427379190921784,buy
2023-12-05 18:00:00,1.918689713248639,1.9019492069880168,buy
2023-12-05 18:06:00,1.8524030968921388,1.838383070060185,buy
2023-12-05 18:12:00,1.76165,1.838383070060185,sell
2023-12-05 18:18:00,1.9767742342342345,1.9771647907438732,sell
2023-12-05 18:24:00,1.6962223402777776,1.6764314949512482,buy
2023-12-05 18:30:00,2.2138056386718747,2.213805675506592,sell
2023-12-05 18:36:00,1.5494645454545455,1.838383070060185,sell
2023-12-05 18:42:00,1.7729306927710844,1.7814205239216487,sell
2023-12-05 18:48:00,0.6965767479820628,0.6965767741203308,sell
2023-12-06 16:24:00,1.774908027586207,1.7909416052011342,sell
2023-12-06 16:30:00,1.9118649344262295,1.9016165256500244,buy
2023-12-06 16:36:00,2.318818831168831,2.295482556025187,buy
2023-12-06 16:42:00,1.6199520833333336,1.8320553398132324,sell
2023-12-06 16:48:00,1.6138581592356687,1.645948518406261,sell
2023-12-06 16:54:00,1.8636853586387436,1.8655722606472853,sell
2023-12-06 17:00:00,2.126168901369863,2.126168966293335,sell
2023-12-06 17:06:00,1.7596042953736655,1.8198013976216316,sell
2023-12-06 17:12:00,1.4218013902439024,1.838383070060185,sell
2023-12-06 17:18:00,1.3378427240802677,1.3378427028656006,buy
2023-12-06 17:48:00,1.8687832467532466,1.8655722606472853,buy
2023-12-06 17:54:00,1.8707810198019805,1.8655722606472853,buy
2023-12-06 18:00:00,1.917870939759036,1.838383070060185,buy
2023-12-06 18:06:00,1.8039969660194173,1.838383070060185,sell
2023-12-06 18:12:00,1.8720648614609576,1.8655722606472853,buy
2023-12-06 18:18:00,1.802617136038186,1.838383070060185,sell
2023-12-06 18:24:00,1.9757874655581948,1.9771647907438732,sell
2023-12-06 18:30:00,1.818817414691943,1.838383070060185,sell
2023-12-06 18:36:00,1.8009057831325301,1.7909416052011342,buy
2023-12-06 18:42:00,1.876231267772512,1.8655722606472853,buy
2023-12-06 18:48:00,1.842365384792627,1.838383070060185,buy
2023-12-06 18:54:00,1.8682887172897196,1.8655722606472853,buy
2023-12-06 19:00:00,1.9243160928571428,1.838383070060185,buy
2023-12-06 19:06:00,1.826294331050228,1.8275030851364136,sell
2023-12-06 19:12:00,1.810743243243243,1.7974616587162018,buy
2023-12-06 19:18:00,1.8925006486486484,1.838383070060185,buy
2023-12-06 19:24:00,1.8577251724137933,1.838383070060185,buy
2023-12-06 19:30:00,1.8695372093023255,1.8655722606472853,buy
2023-12-06 19:36:00,1.8523626728110598,1.8427379190921784,buy
2023-12-06 19:42:00,1.7489516982758624,1.780945325891177,sell
2023-12-06 19:48:00,2.0222890280777537,2.002480447292328,buy
2023-12-06 19:54:00,1.6964095477386936,1.6764314949512482,buy
2023-12-06 20:00:00,1.9295396024464828,1.9070217311382294,buy
2023-12-06 20:06:00,1.797209607250755,1.7909416052011342,buy
2023-12-06 20:12:00,1.8692661063829787,1.838383070060185,buy
2023-12-06 20:18:00,1.831583639143731,1.8275030851364136,buy
2023-12-06 20:24:00,1.846035407854985,1.838383070060185,buy
2023-12-06 20:30:00,1.856676605504587,1.838383070060185,buy
2023-12-06 20:36:00,1.8677403723076924,1.838383070060185,buy
2023-12-06 20:42:00,1.9929926183844007,2.002480447292328,sell
2023-12-06 20:48:00,1.7037552717391307,1.6764314949512482,buy
2023-12-06 20:54:00,1.8555715384615388,1.8427379190921784,buy
2023-12-06 21:00:00,1.8715939343283583,1.8655722606472853,buy
2023-12-06 21:06:00,1.8725756921052632,1.838383070060185,buy
2023-12-06 21:12:00,1.8964045130434781,1.8902977307637532,buy
2023-12-06 21:18:00,1.9378462105263157,1.910686083137989,buy
2023-12-06 21:24:00,1.7018741021897807,1.838383070060185,sell
2023-12-06 21:30:00,1.8930825523255816,1.838383070060185,buy
2023-12-06 21:36:00,1.8566732456140354,1.8427379190921784,buy
2023-12-06 21:42:00,1.8326265441176472,1.8275030851364136,buy
2023-12-06 21:48:00,1.852033160349854,1.8427379190921784,buy
2023-12-06 21:54:00,1.8819425726744186,1.8655722606472853,buy
2023-12-06 22:00:00,1.8723445970149253,1.8655722606472853,buy
2023-12-06 22:06:00,1.7045068695652177,1.6764314949512482,buy
2023-12-06 22:12:00,2.015167238979118,2.0099584579467775,buy
2023-12-06 22:18:00,1.8775188140495869,1.8655722606472853,buy
2023-12-06 22:24:00,1.8335296180555556,1.838383070060185,sell
2023-12-06 22:30:00,1.7457050840336135,1.780945325891177,sell
2023-12-06 22:36:00,1.837469050445104,1.8275030851364136,buy
2023-12-06 22:42:00,1.883184909365559,1.8655722606472853,buy
2023-12-06 22:48:00,1.8054654693877552,1.7909416052011342,buy
2023-12-06 22:54:00,1.9572214933333334,1.9367504318555195,buy
2023-12-06 23:00:00,1.8588788977777781,1.8427379190921784,buy
2023-12-06 23:06:00,1.8221057968749999,1.838383070060185,sell
2023-12-06 23:12:00,1.849821,1.8427379190921784,buy
2023-12-06 23:18:00,1.945408464208243,1.923942506313324,buy
2023-12-06 23:24:00,1.74937425,1.838383070060185,sell
2023-12-06 23:30:00,1.7832000714285712,1.7909416052011342,sell
2023-12-06 23:36:00,2.0550729828850858,2.0260836396898543,buy
2023-12-06 23:42:00,1.659207902097902,1.838383070060185,sell
2023-12-06 23:48:00,1.7760868934010154,1.7909416052011342,sell
2023-12-06 23:54:00,2.043536195402299,1.838383070060185,buy
2023-12-07 00:00:00,1.9104814164859003,1.9016165256500244,buy
2023-12-07 00:06:00,1.8033224215246637,1.7909416052011342,buy
2023-12-07 00:12:00,1.897218966139955,1.838383070060185,buy
2023-12-07 00:18:00,1.8380307954545456,1.8290739926424893,buy
2023-12-07 00:24:00,1.7975410212765959,1.7909416052011342,buy
2023-12-07 00:30:00,1.8962215148741415,1.838383070060185,buy
2023-12-07 00:36:00,1.8232255860566449,1.8252111832300821,sell
2023-12-07 00:42:00,1.906362608695652,1.894852081934611,buy
2023-12-07 00:48:00,1.8559081711899792,1.838383070060185,buy
2023-12-07 00:54:00,1.7802290723404255,1.838383070060185,sell
2023-12-07 01:00:00,2.0016058530701755,2.0108132998148602,sell
2023-12-07 01:06:00,1.785437156043956,1.7909416052011342,sell
2023-12-07 01:12:00,1.8683207522123892,1.8655722606472853,buy
2023-12-07 01:18:00,1.7829621338912136,1.7909416052011342,sell
2023-12-07 01:24:00,1.9327222457627118,1.9070217311382294,buy
